PARLIAMENTARY_CONSTITUENCY_CODE,STATE,PARLIAMENTARY_CONSTITUENCY_NAME,WINNING_PARTY_MAIN,WINNING_PARTY
P053,P.PINANG,BALIK PULAU,PH,PH - PKR
P054,PERAK,GERIK,PN,PN - PPBM
P055,PERAK,LENGGONG,BN,BN - UMNO
P056,PERAK,LARUT,PN,PN - PPBM
P057,PERAK,PARIT BUNTAR,PN,PN - PAS
P058,PERAK,BAGAN SERAI,PN,PN - PAS
P059,PERAK,BUKIT GANTANG,PN,PN - PPBM
P060,PERAK,TAIPING,PH,PH - DAP
P061,PERAK,PADANG RENGAS,PN,PN - PPBM
P062,PERAK,SUNGAI SIPUT,PH,PH - PKR
P063,PERAK,TAMBUN,PH,PH - PKR
P064,PERAK,IPOH TIMOR,PH,PH - DAP
P065,PERAK,IPOH BARAT,PH,PH - DAP
P066,PERAK,BATU GAJAH,PH,PH - DAP
P067,PERAK,KUALA KANGSAR,PN,PN - PPBM
P068,PERAK,BERUAS,PH,PH - DAP
P069,PERAK,PARIT,PN,PN - PAS
P070,PERAK,KAMPAR,PH,PH - DAP
P071,PERAK,GOPENG,PH,PH - PKR
P072,PERAK,TAPAH,BN,BN - MIC
P073,PERAK,PASIR SALAK,PN,PN - PAS
P074,PERAK,LUMUT,PN,PN - PPBM
P075,PERAK,BAGAN DATUK,BN,BN - UMNO
P076,PERAK,TELUK INTAN,PH,PH - DAP
P077,PERAK,TANJONG MALIM,PH,PH - PKR
P078,PAHANG,CAMERON HIGHLANDS,BN,BN - UMNO
P079,PAHANG,LIPIS,BN,BN - UMNO
P080,PAHANG,RAUB,PH,PH - DAP
P081,PAHANG,JERANTUT,PN,PN - PAS
P082,PAHANG,INDERA MAHKOTA,PN,PN - PPBM
P083,PAHANG,KUANTAN,PN,PN - PAS
P084,PAHANG,PAYA BESAR,BN,BN - UMNO
P085,PAHANG,PEKAN,BN,BN - UMNO
P086,PAHANG,MARAN,PN,PN - PAS
P087,PAHANG,KUALA KRAU,PN,PN - PAS
P088,PAHANG,TEMERLOH,PN,PN - PAS
P089,PAHANG,BENTONG,PH,PH - DAP
P090,PAHANG,BERA,BN,BN - UMNO
P091,PAHANG,ROMPIN,PN,PN - PPBM
P092,SELANGOR,SABAK BERNAM,PN,PN - PPBM
P093,SELANGOR,SUNGAI BESAR,PN,PN - PPBM
P094,SELANGOR,HULU SELANGOR,PN,PN - PAS
P095,SELANGOR,TANJONG KARANG,PN,PN - PPBM
P096,SELANGOR,KUALA SELANGOR,PH,PH - AMANAH
P097,SELANGOR,SELAYANG,PH,PH - PKR
P098,SELANGOR,GOMBAK,PH,PH - PKR
P099,SELANGOR,AMPANG,PH,PH - PKR
P100,SELANGOR,PANDAN,PH,PH - PKR
P101,SELANGOR,HULU LANGAT,PH,PH - AMANAH
P102,SELANGOR,BANGI,PH,PH - DAP
P103,SELANGOR,PUCHONG,PH,PH - DAP
P104,SELANGOR,SUBANG,PH,PH - PKR
P105,SELANGOR,PETALING JAYA,PH,PH - PKR
P106,SELANGOR,DAMANSARA,PH,PH - DAP
P107,SELANGOR,SUNGAI BULOH,PH,PH - PKR
P108,SELANGOR,SHAH ALAM,PH,PH - AMANAH
P109,SELANGOR,KAPAR,PN,PN - PAS
P110,SELANGOR,KLANG,PH,PH - DAP
P111,SELANGOR,KOTA RAJA,PH,PH - AMANAH
P112,SELANGOR,KUALA LANGAT,PN,PN - PAS
P113,SELANGOR,SEPANG,PH,PH - AMANAH
P114,KL,KEPONG,PH,PH - DAP
P115,KL,BATU,PH,PH - PKR
P116,KL,WANGSA MAJU,PH,PH - PKR
P117,KL,SEGAMBUT,PH,PH - DAP
P118,KL,SETIAWANGSA,PH,PH - PKR
P119,KL,TITIWANGSA,BN,BN - UMNO
P120,KL,BUKIT BINTANG,PH,PH - DAP
P121,KL,LEMBAH PANTAI,PH,PH - PKR
P122,KL,SEPUTEH,PH,PH - DAP
P123,KL,CHERAS,PH,PH - DAP
P124,KL,BANDAR TUN RAZAK,PH,PH - PKR
P125,PUTRAJAYA,PUTRAJAYA,PN,PN - PPBM
P126,N9,JELEBU,BN,BN - UMNO
P127,N9,JEMPOL,BN,BN - UMNO
P128,N9,SEREMBAN,PH,PH - DAP
P129,N9,KUALA PILAH,BN,BN - UMNO
P130,N9,RASAH,PH,PH - DAP
P131,N9,REMBAU,BN,BN - UMNO
P132,N9,PORT DICKSON,PH,PH - PKR
P133,N9,TAMPIN,BN,BN - UMNO
P134,MELAKA,MASJID TANAH,PN,PN - PPBM
P135,MELAKA,ALOR GAJAH,PH,PH - AMANAH
P136,MELAKA,TANGGA BATU,PN,PN - PAS
P137,MELAKA,HANG TUAH JAYA,PH,PH - PKR
P138,MELAKA,KOTA MELAKA,PH,PH - DAP
P139,MELAKA,JASIN,PN,PN - PAS
P140,JOHOR,SEGAMAT,PH,PH - PKR
P141,JOHOR,SEKIJANG,PH,PH - PKR
P142,JOHOR,LABIS,PH,PH - DAP
P143,JOHOR,PAGOH,PN,PN - PPBM
P144,JOHOR,LEDANG,PH,PH - PKR
P145,JOHOR,BAKRI,PH,PH - DAP
P146,JOHOR,MUAR,MUDA,MUDA
P147,JOHOR,PARIT SULONG,BN,BN - UMNO
P148,JOHOR,AYER HITAM,BN,BN - MCA
P149,JOHOR,SRI GADING,PH,PH - AMANAH
P150,JOHOR,BATU PAHAT,PH,PH - PKR
P151,JOHOR,SIMPANG RENGGAM,BN,BN - UMNO
P152,JOHOR,KLUANG,PH,PH - DAP
P153,JOHOR,SEMBRONG,BN,BN - UMNO
P154,JOHOR,MERSING,PN,PN - PPBM
P155,JOHOR,TENGGARA,BN,BN - UMNO
P156,JOHOR,KOTA TINGGI,BN,BN - UMNO
P157,JOHOR,PENGERANG,BN,BN - UMNO
P158,JOHOR,TEBRAU,PH,PH - PKR
P159,JOHOR,PASIR GUDANG,PH,PH - PKR
P160,JOHOR,JOHOR BAHRU,PH,PH - PKR
P161,JOHOR,PULAI,PH,PH - AMANAH
P162,JOHOR,ISKANDAR PUTERI,PH,PH - DAP
P163,JOHOR,KULAI,PH,PH - DAP
P164,JOHOR,PONTIAN,BN,BN - UMNO
P165,JOHOR,TANJUNG PIAI,BN,BN - MCA
P166,LABUAN,LABUAN,PN,PN - PPBM
P167,SABAH,KUDAT,INDEPENDENT,INDEPENDENT
P168,SABAH,KOTA MARUDU,KDM,KDM
P169,SABAH,KOTA BELUD,WARISAN,WARISAN
P170,SABAH,TUARAN,PH,PH - UPKO
P171,SABAH,SEPANGGAR,PH,PH - PKR
P172,SABAH,KOTA KINABALU,PH,PH - DAP
P173,SABAH,PUTATAN,BN,BN - UMNO
P174,SABAH,PENAMPANG,PH,PH - UPKO
P175,SABAH,PAPAR,GRS,GRS - PPBM
P176,SABAH,KIMANIS,BN,BN - UMNO
P177,SABAH,BEAUFORT,BN,BN - UMNO
P178,SABAH,SIPITANG,GRS,GRS - PPBM
P179,SABAH,RANAU,GRS,GRS - PPBM
P180,SABAH,KENINGAU,GRS,GRS - STAR
P181,SABAH,TENOM,INDEPENDENT,INDEPENDENT
P182,SABAH,PENSIANGAN,BN,BN - PBRS
P183,SABAH,BELURAN,PN,PN - PPBM
P184,SABAH,LIBARAN,BN,BN - UMNO
P185,SABAH,BATU SAPI,GRS,GRS - PPBM
P186,SABAH,SANDAKAN,PH,PH - DAP
P187,SABAH,KINABATANGAN,BN,BN - UMNO
P188,SABAH,LAHAD DATU,WARISAN,WARISAN
P189,SABAH,SEMPORNA,WARISAN,WARISAN
P190,SABAH,TAWAU,GRS,GRS - PBS
P191,SABAH,KALABAKAN,BN,BN - UMNO
P192,SARAWAK,MAS GADING,PH,PH - DAP
P193,SARAWAK,SANTUBONG,GPS,GPS - PBB
P194,SARAWAK,PETRA JAYA,GPS,GPS - PBB
P195,SARAWAK,BANDAR KUCHING,PH,PH - DAP
P196,SARAWAK,STAMPIN,PH,PH - DAP
P197,SARAWAK,KOTA SAMARAHAN,GPS,GPS - PBB
P198,SARAWAK,PUNCAK BORNEO,GPS,GPS - PBB
P199,SARAWAK,SERIAN,GPS,GPS - SUPP
P200,SARAWAK,BATANG SADONG,GPS,GPS - PBB
P201,SARAWAK,BATANG LUPAR,GPS,GPS - PBB
P202,SARAWAK,SRI AMAN,GPS,GPS - PRS
P203,SARAWAK,LUBOK ANTU,GPS,GPS - PRS
P204,SARAWAK,BETONG,GPS,GPS - PBB
P205,SARAWAK,SARATOK,PN,PN - PPBM
P206,SARAWAK,TANJONG MANIS,GPS,GPS - PBB
P207,SARAWAK,IGAN,GPS,GPS - PBB
P208,SARAWAK,SARIKEI,GPS,GPS - SUPP
P209,SARAWAK,JULAU,PBM,PBM
P210,SARAWAK,KANOWIT,GPS,GPS - PRS
P211,SARAWAK,LANANG,PH,PH - DAP
P212,SARAWAK,SIBU,PH,PH - DAP
P213,SARAWAK,MUKAH,GPS,GPS - PBB
P214,SARAWAK,SELANGAU,GPS,GPS - PRS
P215,SARAWAK,KAPIT,GPS,GPS - PBB
P216,SARAWAK,HULU RAJANG,GPS,GPS - PRS
P217,SARAWAK,BINTULU,GPS,GPS - PDP
P218,SARAWAK,SIBUTI,GPS,GPS - PBB
P219,SARAWAK,MIRI,PH,PH - PKR
P220,SARAWAK,BARAM,GPS,GPS - PDP
P221,SARAWAK,LIMBANG,GPS,GPS - PBB
P222,SARAWAK,LAWAS,GPS,GPS - PBB
